Title,Info,Desc,Application
 2019 Ram 1500 CLASSIC EXPRESS CREW 4WD,"$48,995+ taxes","DescriptionBACKUP CAMERA, 6 PASSENGER, ALUMINUM RIMS, POWER DOOR LOCKS, POWER WINDOWS, TILT STEERING, CRUISE CONTROL, AIR CONDITIONING,Engine: 5.7 8Additional OptionsAir ConditioningCruise ControlPower Door LocksPower WindowsTilt Steering ColumnAlloy WheelsBackup Camera6 Passenger"
2017 Honda Civic Hatchback LX APPLE CAR PLAY | BLUETOOTH,"$20,765+ taxes",DescriptionSee Dealer Website for Details.
2010 Chevrolet Equinox FWD 4dr,"$3,995+ taxes","Description 2010 CHEVROLET EQUINOX LT CARFAX VERIFIED, CLEAN TITLE271,000KMAUTOMATIC TRANSMISSIONBLACK EXTERIOR ON BLACK CLOTH INTERIORLOADED; POWER SEATS, POWER LOCKS, POWER WINDOWS, KEYLESS ENTRY, CD PLAYER, COLD A C & MUCH MORE!!!PRICED TO SELL! SHOP AND COMPARE! SOLD FOR $3,995+HST+LICENSINGCERTIFICATION AVAILABLE FOR AN ADDITIONAL $699 VEHICLE IS NOT DRIVEABLE, NOT CERTIFIED, NOT E-TESTED. CERTIFICATION IS AVAILABLE FOR AN ADDITIONAL $699  PLEASE VISIT WWW.CARCONNECTIONTORONTO.CA TO VIEW ALL OF OUR INVENTORY! WE ARE LOCATED AT 1117 FINCH AVE W. (ON THE SOUTH EAST CORNER OF FINCH AND CHESSWOOD). PLEASE CALL 647-618-5914 TO SCHEDULE A VIEWING.---------------------------------------------------------------------------Car Connection Toronto is a used car dealer situated in North York, ON. We have a large selection of pre-owned vehicles that fit your budget. We sell Audi, BMW, Mercedes Benz, Nissan, Toyota, Honda and many other makes & models. We are a proud member of OMVIC. Our heated 10,000 square foot showroom is open all year round. We strive to offer customers the best prices, selection & customer service. We offer financing for all types of credits. No credit? Bad credit? No problem! Rates start at 4.9% O.A.C.Engine: 6 cylinder"
 2022 Ford F-150 XLT,"$64,814+ taxes","DescriptionXLT 4WD SuperCrew 5.5' Box We do our best to ensure pricing and vehicle information are accurate and updated on a regular basis. We endeavor to get those changes to the website within the same business day. Prices may be changed at any time without notice. Please contact our sales department for confirmation of any information pertaining to any vehicle in inventory. Should an error occur in pricing please refer to the window sticker on this page for the correct MSRP.Eligible customers financing through Ford Credit/Lincoln AFS may defer their first 3 monthly vehicle payments. The customer will not make their first payment for 120-days.The end result of the Deferred Payment program is that the customer’s overall contract term is extended for a period of 3-months (As an example a 60-month finance contract will actually be paid off after 63-months)There is no impact on the actual amortization period of the contract (A 60-month term is still amortized over 60-months).The Deferred Payment is only available to customers that purchase an eligible vehicle and finance through Ford Credit or Lincoln AFS.Interest Accrual:Ford of Canada will cover the interest charges during the deferral period. Stipulations for Qualification:This offer is only available on Ford Credit and Lincoln AFS purchase contracts. It is not available to leasing customers or customers that do not finance through Ford Credit or Lincoln AFS.Bi-Weekly Retail Contracts are ineligible for a deferred 1st payment. This deferred payment offer is only available to customers that choose a monthly payment plan (up to 84-months).The customer cannot defer payment for a shorter or longer period of time.Only Tier 0-2 customers are eligible. This offer is on approved credit (OAC) from Ford Credit/Lincoln AFS.All contracts must be dated during the program period.Eligible Vehicles: 2019-Model Mustang (Ecoboost/GT), Nautilus, Edge, Mustang Bullitt, F-150 Regular Cab, F-150 Super Cab & Crew (Diesel) Platinum/Limited, F-150 Super Cab & Crew (Diesel) XLT/Lariat/KingRanch, Expedition, F-250 to F-450 Pick-Up, Escape, Ranger, F-150 Super Cab & Crew (Gas), Navigator, Eco Sport2020-Model Corsair, Explorer, Escape (Non S), Mustang Ecoboost Premium, Edge SEL/Titanium, Mustang GT, Continental (Non Livery), MKZ, Eco Sport, F-250 to F-450 Pick-Up, Edge ST, F-150 Regular Cab, F-150 Super Cab & Crew (Gas), Navigator, F-150 Super Cab & Crew (Diesel) Platinum/Limited, F-150 Super Cab & Crew (Diesel) XLT/Lariat/King Ranch, Expedition, Nautilus, Aviator, Ranger Super Cab XLT, Escape Hybrid, Ranger Super Crew, Fusion, Mustang Bullitt Eligible customers may use the Customer Cash as a down payment or choose to receive a rebate cheque from Ford of Canada.Taxes payable before savings deducted. 32307 - First Responders Appreciation offer:To recognize the bravery and selflessness of our front-line workers, those who risk their lives daily so that we can stay safe, we are pleased to extend an exclusive $1,000 Appreciation Bonus.All eligible first responders (see customer eligibility below) that purchase or lease an eligible new Ford or Lincoln vehicle in May or June, will be entitled to an additional $1,000 Appreciation Bonus. This incremental $1,000 can be used toward their vehicle purchase/lease or issued as a rebate cheque. It will also be combinable with all “Built to Lend a Hand”/”Lincoln Way” programs. Eligible first responders (that qualify for the offer) include:Eligible Customers: Canadian Forces Personnel: Active service personnel, current reservists, veterans and their respective spouses, First Responders: Active Canadian firefighters, police, EMT/paramedics, 911 dispatchers and their respective spousesProfessional Healthcare Workers: Active Nurses, Doctors and Professional Healthcare Workers at Canadian hospitals, clinics and retirement/nursing homes, Active Pharmacists/Pharmacist TechniciansEngine: 8 Cylinder Engine"
 2020 Toyota Highlander Limited,Please Contact,"DescriptionSee Dealer Website for Details.Additional OptionsAM/FM Stereo, Air Conditioning, Alloy Wheels, Dual Airbag, Power Mirrors, Power Seat, Power Steering, Power Windows, Side Impact Airbag, Tilt Steering, Power Sunroof, Cruise Control, Heated Seats, Leather Interior, Power Locks, Rear Air &Heat, Dual Climate Control, Memory Seats, Bluetooth, Panoramic Sunroof, 3rd Row Seating, Stability Control, Ventilated Seats, Leatherette Interior, Auto On/Off Headlamps, Auxiliary 12v Outlet, Leather Wrap Wheel, Map Lights, Rear View Camera, All Wheel Drive"
2018 Jeep Compass North,"$27,500+ taxes","DescriptionCall Gilles: 705-561-4980 or Mary-Ann: 705-923-19312018 Jeep Compass NorthGreat little SUV for all weathers ! North Edition - practically made for life in Canada !2.4L Multi-Air 4 cylinder engine, 9 speed automatic transmission, all wheel drive with selectable terrain modes - auto, snow, sand, mud and 4WD lock !Power windows, mirrors, locks, cruise control, Bluetooth audio, Uconnect hands free calling, USB phone charger, AUX portRiding on a set of BRAND NEW all-season tires$27,500 + HST CertifiedEngine: 4 Cylinder Engine 2.4LL/100Km City: 10.8L/100Km Hwy: 7.8Safety EquipmentElectronic Stability Control (ESC) And Roll Stability Control (RSC)Selec-Terrain ABS And Driveline Traction ControlSide Impact BeamsDual Stage Driver And Passenger Seat-Mounted Side AirbagsLow Tire Pressure WarningDual Stage Driver And Passenger Front AirbagsCurtain 1st And 2nd Row AirbagsAirbag Occupancy SensorDriver Knee AirbagRear Child Safety LocksOutboard Front Lap And Shoulder Safety Belts -inc: Rear Centre 3 Point, Height Adjusters and PretensionersParkView Back-Up CameraInterior Equipment6-Way Driver Seat -inc: Manual Recline, Height Adjustment and Fore/Aft Movement6-Way Passenger Seat -inc: Manual Recline, Height Adjustment, Fore/Aft Movement and Fold Flat60-40 Folding Bench Front Facing Fold Forward Seatback Rear SeatCentre Console/Rear Seat Air VentsManual Tilt/Telescoping Steering ColumnGauges -inc: Speedometer, Odometer, Engine Coolant Temp, Tachometer and Trip OdometerPower Rear Windows and Fixed 3rd Row WindowsLeather/Metal-Look Steering WheelFront CupholderRear CupholderRemote Keyless Entry w/Integrated Key Transmitter, Illuminated Entry, Illuminated Ignition Switch and Panic ButtonProximity Key For Doors And Push Button StartCruise Control w/Steering Wheel ControlsManual Air ConditioningHVAC -inc: Underseat DuctsIlluminated Glove BoxDriver Foot RestInterior Trim -inc: Chrome Instrument Panel Insert and Piano Black/Metal-Look Interior AccentsFull Cloth HeadlinerVinyl Door Trim InsertUrethane Shift KnobPremium Cloth Bucket SeatsDay-Night Rearview MirrorDriver And Passenger Visor Vanity Mirrors w/Driver And Passenger Illumination, Driver And Passenger Auxiliary MirrorFull Floor Console w/Covered Storage, Mini Overhead Console and 2 12V DC Power OutletsFront Map LightsFade-To-Off Interior LightingFull Carpet Floor Covering -inc: Carpet Front And Rear Floor MatsCarpet Floor TrimCargo Area Concealed StorageCargo Features -inc: Spare Tire Mobility KitCargo Space LightsInstrument Panel Bin, Driver / Passenger And Rear Door BinsPower 1st Row Windows w/Driver And Passenger 1-Touch Up/DownDelayed Accessory PowerPower Door Locks w/Autolock FeatureSystems MonitorOutside Temp GaugeAnalog AppearanceManual Anti-Whiplash Adjustable Front Head Restraints and Manual Adjustable Rear Head RestraintsSliding Front Centre Armrest w/Storage and Rear Centre Armrest2 Seatback Storage PocketsEngine Immobilizer2 12V DC Power OutletsAir FiltrationExterior EquipmentWheels: 17"" x 7"" Tech Silver AluminumTires: 225/60R17 BSW ASBody-Colour RoofSpare Tire Mobility KitClearcoat PaintBody-Coloured Rear Bumper w/Black Rub Strip/Fascia AccentBody-Coloured Front Bumper w/Black Rub Strip/Fascia Accent and Black Bumper InsertBlack Bodyside Cladding and Black Wheel Well TrimBody-Coloured Door HandlesChrome Side Windows Trim and Black Rear Window TrimBody-Coloured Power Heated Side Mirrors w/Manual FoldingFixed Rear Window w/Fixed Interval Wiper and DefrosterVariable Intermittent WipersDeep Tinted GlassFully Galvanized Steel PanelsLip SpoilerBlack Grille w/Chrome AccentsFront License Plate BracketLiftgate Rear Cargo AccessManual Tailgate/Rear Door LockRoof Rack Rails OnlyAuto On/Off Aero-Composite Halogen Daytime Running Headlamps w/Delay-OffFront Fog LampsCornering LightsEntertainment EquipmentRadio: Uconnect 3 w/5"" DisplayRadio w/Seek-Scan, Clock, Aux Audio Input Jack and Steering Wheel Controls6 SpeakersStreaming AudioFixed AntennaWireless Phone Connectivity2 LCD Monitors In The FrontMechanical EquipmentEngine: 2.4L MultiAir I-4 Zero Evap w/ESSTransmission: 9-Speed Automatic3.73 Final Drive RatioGVWR: 2,086 kgs (4,600 lbs)Transmission w/Driver Selectable ModeAuto/Stick Automatic TransmissionElectronic Transfer CaseAutomatic Full-Time Four-Wheel DriveEngine Oil CoolerBlock Heater500CCA Maintenance-Free Battery w/Run Down Protection160 Amp AlternatorStop-Start Dual Battery System926# Maximum PayloadGas-Pressurized Shock AbsorbersFront And Rear Anti-Roll BarsElectric Power-Assist Steering51 L Fuel TankSingle Stainless Steel ExhaustPermanent Locking HubsStrut Front Suspension w/Coil SpringsMulti-Link Rear Suspension w/Coil Springs4-Wheel Disc Brakes w/4-Wheel ABS, Front Vented Discs, Brake Assist, Hill Hold Control and Electric Parking Brake"
 2019 Infiniti Q50 SPORT AWD,"$43,595+ taxes","DescriptionNAVIGATION, BACKUP CAMERA, HEATED SEAT, ALUMINUM RIMS, 5 PASSENGER, SUNROOF, LEATHER INTERIOR, POWER SEAT, POWER DOOR LOCKS, POWER WINDOWS, CD PLAYER, TILT STEERING, CRUISE CONTROL, AIR CONDITIONING,Engine: 3.0 6Additional OptionsAir ConditioningCD PlayerCruise ControlHeated SeatsLeather UpholsteryPower Door LocksPower WindowsTilt Steering ColumnAlloy WheelsSunroofBackup CameraNavigationPower Seat5 Passenger"
 2021 Nissan Rogue SV AWD,"$37,388+ taxes","DescriptionUpAuto has lots of inventory, this vehicle is on display at STRATFORD NISSAN in STRATFORD. Please reach out with any inquiries, either through this listing – or call us. Price plus HST & Licensing. Our Hours are: Monday: 9:00am-6:00pm / Tuesday: 9:00am-6:00pm / Wednesday: 9:00am-6:00pm / Thursday: 9:00am-6:00pm / Friday: 9:00am-6:00pm / Saturday: 9:00am-4:00pm / Sunday: Closed  We look forward to serving you soon! Engine: 2.5L I4 4 - CylL/100Km City: 9.2L/100Km Hwy: 7.2Safety EquipmentCruise Control-Steering AssistElectronic Stability Control (ESC)ABS And Driveline Traction ControlSide Impact BeamsDual Stage Driver And Passenger Seat-Mounted Side AirbagsIntelligent Emergency Braking (IEB)Lane Departure Warning (LDW) Lane Departure WarningCollision Mitigation-FrontDriver Monitoring-AlertCollision Mitigation-RearBlind Spot Intervention (BSI) / Blind Spot Warning (BSW) Blind SpotLane Departure Warning (LDW) Lane Keeping AssistAerial View Camera SystemTire Pressure Monitoring System Tire Specific Low Tire Pressure WarningDual Stage Driver And Passenger Front AirbagsCurtain 1st And 2nd Row AirbagsAirbag Occupancy SensorDriver And Passenger Knee Airbag and Rear Side-Impact AirbagRear Child Safety LocksOutboard Front Lap And Shoulder Safety Belts -inc: Rear Centre 3 Point, Height Adjusters and PretensionersIntelligent Around View Monitor (I-AVM) Back-Up CameraIntelligent Around View Monitor (I-AVM) Front CameraIntelligent Around View Monitor (I-AVM) Left Side CameraIntelligent Around View Monitor (I-AVM) Right Side CameraInterior EquipmentHeated Front Bucket Seats -inc: 8-way power driver adjustable seat, driver power lumbar, 4-way front passenger seat and driver/passenger seat back pocketHeated Front Bucket Seats -inc: 8-way power driver adjustable seat w/seat back pocket, driver power lumbar and 4-way front passenger seatDriver Seat4-Way Passenger Seat -inc: Manual Recline and Fore/Aft Movement60-40 Folding Bench Front Facing Manual Reclining Fold Forward Seatback Rear SeatManual Tilt/Telescoping Steering ColumnGauges -inc: Speedometer, Odometer, Engine Coolant Temp, Tachometer, Trip Odometer and Trip ComputerPower Rear Windows and Fixed 3rd Row WindowsHeated Steering WheelFront CupholderRear CupholderProximity Key For Doors And Push Button StartRemote Keyless Entry w/Integrated Key Transmitter, Illuminated Entry, Illuminated Ignition Switch and Panic ButtonRemote Releases -Inc: Mechanical FuelCruise Control w/Steering Wheel ControlsDistance Pacing w/Traffic Stop-GoDual Zone Front Automatic Air ConditioningHVAC -inc: Underseat Ducts and Console DuctsGlove BoxDriver Foot RestInterior Trim -inc: Metal-Look Door Panel Insert and Chrome/Metal-Look Interior AccentsFull Cloth HeadlinerVinyl Door Trim InsertUrethane Gear Shifter MaterialCloth Seat TrimDay-Night Rearview MirrorDriver And Passenger Visor Vanity Mirrors w/Driver And Passenger Illumination, Driver And Passenger Auxiliary MirrorFull Floor Console w/Covered Storage, Mini Overhead Console w/Storage and 2 12V DC Power OutletsFade-To-Off Interior LightingFront And Rear Map LightsFull Carpet Floor CoveringCarpet Floor TrimFull Tank of Fuel & Floor MatsCargo Area Concealed StorageRoll-Up Cargo CoverCargo Space LightsFOB Controls -inc: Cargo Access and Remote Engine StartDriver / Passenger And Rear Door BinsPower 1st Row Windows w/Driver 1-Touch Up/DownDelayed Accessory PowerPower Door Locks w/Autolock FeatureSystems MonitorTrip ComputerOutside Temp GaugeAnalog AppearanceSeats w/Cloth Back MaterialManual Adjustable Front Head Restraints and Manual Adjustable Rear Head RestraintsFront Centre Armrest and Rear Centre ArmrestEngine ImmobilizerPerimeter Alarm2 12V DC Power OutletsAir FiltrationExterior EquipmentWheels: 18"" Aluminum AlloyTires: 235/60R18 All-SeasonWheels w/Machined w/Painted Accents AccentsSteel Spare WheelCompact Spare Tire Mounted Inside Under CargoClearcoat PaintExpress Open/Close Sliding And Tilting Glass 1st And 2nd Row Sunroof w/Power SunshadeBody-Coloured Front Bumper w/Black Rub Strip/Fascia AccentBlack Rear Bumper w/Metal-Look Rub Strip/Fascia AccentBlack Bodyside Cladding and Black Wheel Well TrimChrome Side Windows Trim and Black Rear Window TrimChrome Door HandlesBody-Coloured Power Heated Side Mirrors w/Manual Folding and Turn Signal IndicatorFixed Rear Window w/Fixed Interval Wiper, Heated Wiper Park and DefrosterDeep Tinted GlassSpeed Sensitive Variable Intermittent WipersFully Galvanized Steel PanelsSplash GuardsLip SpoilerBlack Grille w/Chrome SurroundFront License Plate BracketLiftgate Rear Cargo AccessTailgate/Rear Door Lock Included w/Power Door LocksRoof Rack Rails OnlyIntelligent Auto Headlights (i-Ah) Auto On/Off Projector Beam Led Low/High Beam Daytime Running Auto High-Beam Headlamps w/Delay-OffPerimeter/Approach LightsLED BrakelightsHeadlights-Automatic HighbeamsEntertainment EquipmentRadio: AM/FM Audio System w/6 Speakers -inc: 7"" centre meter colour display, NissanConnect featuring Apple CarPlay and Android Auto, A-IVI 8"" colour display w/multi-touch control, 2 USBs, Bluetooth hands-free phone system and streaming audio, handsfree text messaging assistant, SiriusXM satellite radio, Siri Eyes free and Wi-Fi hotspotRadio w/Seek-Scan, Clock, Steering Wheel Controls and Radio Data SystemIntegrated Roof AntennaMechanical EquipmentEngine: 2.5L DOHC 16-Valve 4-CylinderTransmission: Xtronic CVT -inc: paddle shifter5.604 Axle RatioGVWR: 2,095 kgs (4,619 lbs)Transmission w/Driver Selectable ModeAutomatic Full-Time All-WheelEngine Oil CoolerBattery w/Run Down Protection120 Amp Alternator899# Maximum PayloadGas-Pressurized Shock AbsorbersFront And Rear Anti-Roll BarsElectric Power-Assist SteeringSingle Stainless Steel ExhaustPermanent Locking HubsStrut Front Suspension w/Coil SpringsMulti-Link Rear Suspension w/Coil Springs4-Wheel Disc Brakes w/4-Wheel ABS, Front And Rear Vented Discs, Brake Assist, Hill Hold Control and Electric Parking Brake"
 2020 Ram 1500 Classic 4X4|CREW|V8HEMI|FLOWMASTER PIPES|6SEATER|TONNEAU|+,"$49,959+ taxes","Description**WINTER SPECIAL!** FEATURING FLOWMASTER EXHAUST PIPES! BEDLINER! ENTHUZE TRIFOLD TONNEAU COVER! SIDE STEPS! V8 HEMI POWERED! 4X4! HIGHLY EQUIPPED, EXTREMELY CLEAN! FINISHED IN TWO TONE WHITE AND BLACK ON MATCHING GREY INTERIOR, 6 PASSENGER SEATS, HEATED SEATS, HEATED STEERING WHEEL, HEATED MIRRORS, BACKUP CAMERA, AM/FM/SATELLITE/AUX/USB ALLOYS, BLUETOOTH WITH MEDIA STREAMING, STEERING WHEEL CONTROLS, PREMIUM SOUND SYSTEM, POWER OPTIONS, TOW/HAUL MODE, POWER OUTLET, AND MUCH MORE. WE FINANCE EVERYONE!!!WE ARE PROUDLY SERVING THESE FINE COMMUNITIES: GTA PEEL HALTON BRAMPTON TORONTO BURLINGTON MILTON MISSISSAUGA HAMILTON CAMBRIDGE LONDON KITCHENER GUELPH ORANGEVILLE NEWMARKET BARRIE MARKHAM BOLTON CALEDON VAUGHAN WOODBRIDGE ETOBICOKE OAKVILLE ONTARIO QUEBEC MONTREAL OTTAWA VANCOUVER ETOBICOKE. WE CARRY ALL MAKES AND MODELS MERCEDES BMW AUDI JAGUAR VW MASERATI PORSCHE LAND ROVER RANGE ROVER CHRYSLER JEEP HONDA TOYOTA LEXUS INFINITI ACURA.As per OMVIC regulations, this vehicle is not drivable, not certified and not e-tested. Certification is available for $899. All our vehicles are in excellent condition and have been fully inspected by an in-house licensed mechanic.*Favorit Motors shall not be held liable for any errors or omissions pertaining to information provided (whether orally, in writing, or in digital image form) on this website, included but not limited to: year, make, model, vehicle options (both hardware and software), vehicle condition, vehicle trim, accessories, mileage. Client is solely responsible for performing appropriate due diligence as it pertains to any and all information regarding the type, condition, options, vehicle trim, status, and history of vehicle before completing a transaction. The advertised price is a finance only price, if you wish to purchase the vehicle for cash additional $2,000 surcharge will apply. Applicable prices and special offers are subject to change with or without notice and shall be at the full discretion of Favorit Motors."
 2020 Ram 1500 Limited|V8|RAMBOX|NAV|AIRSUSP|POWERSTEPS|HKAUDIO|+,"$72,897+ taxes","Description**WINTER SPECIAL!** FEATURING RAMBOX STORAGE SYSTEM! BED SEPARATOR! 4X4! V8 HEMI POWERED! HEIGHT ADJUSTABLE AIR SUSPENSION! BEDLINER! TRUCKHERO BAKFLIP MX4 TRIFOLD TONNEAU COVER! CHROME GRILL AND TRIMS! POWER AUTOMATIC SIDE STEPS! DYNAMIC AFS BI-LED HEADLIGHTS! HIGHLY LOADED, EXTREMELY CLEAN! FINISHED IN BLACK ON MATCHING BLACK INTERIOR, WOOD GRAIN TRIMS, LIMITED STITCHED LEATHER SEATS, LIMITED SPECIAL STITCHING AND INTERIOR TRIMS, REAR FOLDING SEATS, HEATED/COOLED SEATS, REAR HEATED/COOLED SEATS, HEATED STEERING WHEEL, HEATED MIRRORS, NAVIGATION SYSTEM, 360 SURROUND MULTI VIEW BACKUP CAMERA, PARKING SENSORS, FORWARD COLLISION WARNING, LANE SENSE, BLIND SPOT ALERT, HILL START ASSIST, TIRE FILL ASSIST, ADAPTIVE CRUISE CONTROL, AM/FM/SATELLITE/CD PLAYER/USB/PHONE PAIRING, PREMIUM ALLOYS, BLUETOOTH WITH MEDIA STREAMING, STEERING WHEEL CONTROLS, PREMIUM HARMAN/KARDON SURROUND SOUND SYSTEM, POWER OPTIONS, POWER OUTLET, POWER REARVIEW WINDOW, REMOTE START, 3 DOOR GARAGE OPENER, POWER PEDAL ADJUST, PANORAMIC SUNROOF, LIMITED FLOORMATS, TRAILER BRAKE, WIRELESS PHONE CHARGER, POWER TAILGATE OPEN, AND MUCH MORE. WE FINANCE EVERYONE!!!WE ARE PROUDLY SERVING THESE FINE COMMUNITIES: GTA PEEL HALTON BRAMPTON TORONTO BURLINGTON MILTON MISSISSAUGA HAMILTON CAMBRIDGE LONDON KITCHENER GUELPH ORANGEVILLE NEWMARKET BARRIE MARKHAM BOLTON CALEDON VAUGHAN WOODBRIDGE ETOBICOKE OAKVILLE ONTARIO QUEBEC MONTREAL OTTAWA VANCOUVER ETOBICOKE. WE CARRY ALL MAKES AND MODELS MERCEDES BMW AUDI JAGUAR VW MASERATI PORSCHE LAND ROVER RANGE ROVER CHRYSLER JEEP HONDA TOYOTA LEXUS INFINITI ACURA.As per OMVIC regulations, this vehicle is not drivable, not certified and not e-tested. Certification is available for $899. All our vehicles are in excellent condition and have been fully inspected by an in-house licensed mechanic.*Favorit Motors shall not be held liable for any errors or omissions pertaining to information provided (whether orally, in writing, or in digital image form) on this website, included but not limited to: year, make, model, vehicle options (both hardware and software), vehicle condition, vehicle trim, accessories, mileage. Client is solely responsible for performing appropriate due diligence as it pertains to any and all information regarding the type, condition, options, vehicle trim, status, and history of vehicle before completing a transaction. The advertised price is a finance only price, if you wish to purchase the vehicle for cash additional $2,000 surcharge will apply. Applicable prices and special offers are subject to change with or without notice and shall be at the full discretion of Favorit Motors."
 2022 Jeep Grand Cherokee WK Altitude,"$64,419+ taxes",DescriptionEngine: Engine: 3.6L Pentastar VVT V6 w/ESS
2016 Mini Hatchback Cooper S,"$18,990+ taxes","DescriptionCLEAN CARFAX HATCHBACK COOPER S 2.0L FWD 1 KEYS ALLOY WHEELS CARGO COVER AUTO START STOP BLUETOOTH DRIVE MODE SELECT HEATED SEATS PUSH BUTTON START IGNITION SUNROOF GREAT CITY VEHICLEVisit our website to find a full vehicle inspection report, 30+ high resolution photos, Free CARFAX Report and a full feature & equipment list - https: shop.canadadrives.caAutoTrader Best Priced Dealer Award Winner 2021 Shop online and enjoy award-winning savings. We skip the big overheads and pass the savings on to you.Touchless Delivery to Your Door : Pick the date and time and we'll drop your new vehicle off right to your door in our premium enclosed trailers.Love it or Return it : Take 7 days 500 kms to ensure you love your new purchase. If you don't, we'll come pick it up. conditions applyGuaranteed Trade-in Values : Answer a few simple questions on our website and we'll provide a guaranteed trade-in value in seconds.100% Online : No hidden fees and no haggle pricing means you know exactly the great deal you're getting. Low-rate and flexible financing available all online.Great Used Vehicles : We exclusively sell certified used vehicles of the highest standard. All of our vehicles go through a 150 point inspection, come with a free CARFAX report, and a full vehicle inspection report you can view on our website.VSA # 41715 Price shown excludes Taxes & LicensingPrice shown excludes Taxes & LicensingAdditional Features: Alloy Wheels;Cargo Cover;Fog Lights;Keyless Entry;LED Headlights;Air Conditioning;AM FM;Anti-Lock Braking System;Auto Climate Control;Auto-Dimming Rearview Mirror;Auto Start Stop;Bluetooth Connectivity;Cruise Control;Drive Mode Select;Dual Air Bags;Electronic Stability Control (ESC);Emergency Key;Heated Seats;Heated Side Mirrors;Hill Start Assist;MP3 Jack (AUX);Power Locks;Power Steering;Power Windows;Push Button Start Ignition;Rain Sensing Wipers;Side Air Bags;Sunroof;Tilt & Telescopic Steering;Tire Pressure Monitoring System (TPMS);Traction Control (TCS);USB Port;Vehicle Stability Management (VSM);Voice CommandEngine: 2.0L 16V TwinPower TurboL/100Km City: 10.0L/100Km Hwy: 7.0Safety EquipmentElectronic Stability Control (ESC)ABS And Driveline Traction ControlSide Impact BeamsDual Stage Driver And Passenger Seat-Mounted Side AirbagsLow Tire Pressure WarningDual Stage Driver And Passenger Front AirbagsCurtain 1st And 2nd Row AirbagsAirbag Occupancy SensorDriver And Passenger Knee AirbagOutboard Front Lap And Shoulder Safety Belts -inc: PretensionersInterior EquipmentFront Sport Seats -inc: 6-way manually adjustable (fore/aft, height up/down and backrest incline/decline), side bolster support, adjustable lumbar support and thigh extension for added comfortDriver Seat -inc: Manual Rear Seat Easy EntryPassenger Seat -inc: Manual Rear Seat Easy Entry60-40 Folding Bench Front Facing Fold Forward Seatback Rear SeatManual Tilt/Telescoping Steering ColumnGauges -inc: Speedometer, Odometer, Tachometer, Trip Odometer and Trip ComputerFixed Rear WindowsSport Leather Steering WheelFront CupholderRear CupholderProximity Key For Push Button Start OnlyPower Fuel Flap Locking TypeRemote Keyless Entry w/Integrated Key Transmitter, 2 Door Curb/Courtesy and Illuminated EntryCruise Control w/Steering Wheel ControlsManual Air ConditioningHVAC -inc: Underseat DuctsIlluminated Glove BoxDriver Foot RestFull Cloth HeadlinerLeatherette Gear Shifter MaterialInterior Trim -inc: Simulated Carbon Fibre Instrument Panel Insert, Simulated Carbon Fibre Door Panel Insert and Chrome/Metal-Look Interior AccentsLeatherette UpholsteryDay-Night Rearview MirrorDriver And Passenger Visor Vanity Mirrors w/Driver And Passenger Illumination and Driver Auxiliary MirrorFull Floor Console w/Storage, Mini Overhead Console and 1 12V DC Power OutletFront Map LightsFade-To-Off Interior LightingFull Carpet Floor Covering -inc: Carpet Front And Rear Floor MatsCarpet Floor TrimRigid Cargo CoverCargo Space LightsFOB Controls -inc: Cargo Access and WindowsCovered Dashboard Storage, Refrigerated/Cooled Box Located In The Glovebox, Driver And Passenger Door BinsPower 1st Row Windows w/Driver And Passenger 1-Touch Up/DownDelayed Accessory PowerPower Door Locks w/Autolock FeatureSystems MonitorTrip ComputerOutside Temp GaugeAnalog AppearanceSeats w/Leatherette Back MaterialManual Adjustable Front Head Restraints and Manual Adjustable Rear Head Restraints2 Seatback Storage PocketsEngine Immobilizer1 12V DC Power OutletAir FiltrationExterior EquipmentWheels: 16"" x 6.5J"" Loop Spoke SilverTires: P195/55R16 AS Run-FlatClearcoat PaintBody-Coloured Front BumperBody-Coloured Rear BumperBlack Fender FlaresChrome Side Windows Trim, Chrome Front Windshield Trim and Chrome Rear Window TrimChrome Door HandlesBody-Coloured Power Heated Side Mirrors w/Manual FoldingFixed Rear Window w/Fixed Interval Wiper and DefrosterLight Tinted GlassSpeed Sensitive Variable Intermittent Wipers w/Heated JetsFully Galvanized Steel PanelsLip SpoilerBlack Grille w/Chrome SurroundFront License Plate BracketLiftgate Rear Cargo AccessTailgate/Rear Door Lock Included w/Power Door LocksAuto Off Aero-Composite Halogen Daytime Running Headlamps w/Delay-OffPerimeter/Approach LightsWhite Turn SignalsEntertainment EquipmentRadio: Anti-Theft AM/FM Stereo Audio System w/RDS -inc: USB/AUX-in input portsRadio w/Seek-Scan, Compatible Remote CD, Clock, Speed Compensated Volume Control and Steering Wheel Controls6 SpeakersAudio Theft DeterrentIntegrated Roof Diversity AntennaSatellite Radio Pre-WireBluetooth USBMechanical EquipmentEngine: 2.0L 16V Twin Power TurboTransmission: 6-Speed ManualEngine Auto Stop-Start FeatureFront-Wheel Drive3.59 Axle Ratio80-Amp/Hr Maintenance-Free Battery w/Run Down Protection150 Amp AlternatorGas-Pressurized Shock AbsorbersFront And Rear Anti-Roll BarsFirm SuspensionElectric Power-Assist Speed-Sensing Steering44 L Fuel TankQuasi-Dual Stainless Steel Exhaust w/Polished Tailpipe FinisherStrut Front Suspension w/Coil SpringsMulti-Link Rear Suspension w/Coil Springs4-Wheel Disc Brakes w/4-Wheel ABS, Front Vented Discs, Brake Assist and Hill Hold Control"
